Approved symbol	Previous symbols	Synonyms	NCBI Gene ID	Ensembl gene ID
ADGRA1-AS1	GPR123-AS1			ENSG00000256925
ADGRA2	GPR124	TEM5, DKFZp434C211, DKFZp434J0911, KIAA1531, FLJ14390	25960	ENSG00000020181
ADGRA3	GPR125	FLJ38547, PGR21	166647	ENSG00000152990
ADGRB1	BAI1		575	ENSG00000181790
ADGRB2	BAI2		576	ENSG00000121753
ADGRB3	BAI3	KIAA0550	577	ENSG00000135298
ADGRD1	GPR133	DKFZp434B1272, PGR25	283383	ENSG00000111452
ADGRD1-AS1		LACAT8	105755954	ENSG00000256151
ADGRD2	GPR144	PGR24	347088	ENSG00000180264
ADGRE1	TM7LN3, EMR1		2015	ENSG00000174837
ADGRE2	EMR2	CD312	30817	ENSG00000127507
ADGRE3	EMR3		84658	ENSG00000131355
ADGRE4P	GPR127, EMR4, EMR4P	PGR16	326342	ENSG00000268758
ADGRE5	CD97	TM7LN1	976	ENSG00000123146
ADGRF1	GPR110	hGPCR36, PGR19	266977	ENSG00000153292
ADGRF2	GPR111	hGPCR35, PGR20	222611	ENSG00000164393
ADGRF3	GPR113	hGPCR37, PGR23	165082	ENSG00000173567
ADGRF4	GPR115	FLJ38076, PGR18	221393	ENSG00000153294
ADGRF5	GPR116	DKFZp564O1923, KIAA0758	221395	ENSG00000069122
ADGRF5P1	GPR116P1		389740	ENSG00000227582
ADGRF5P2	GPR116P2		441416	ENSG00000204818
ADGRG1	GPR56	TM7LN4, TM7XN1	9289	ENSG00000205336
ADGRG2	GPR64	HE6, TM7LN2, EDDM6	10149	ENSG00000173698
ADGRG3	GPR97	Pb99, PGR26	222487	ENSG00000182885
ADGRG4	GPR112	RP1-299I16, PGR17	139378	ENSG00000156920
ADGRG5	GPR114	PGR27	221188	ENSG00000159618
ADGRG6	GPR126	FLJ14937	57211	ENSG00000112414
ADGRG7	GPR128	FLJ14454	84873	ENSG00000144820
ADGRL1	LPHN1	KIAA0821, CIRL1, LEC2	22859	ENSG00000072071
ADGRL2	LPHH1, LPHN2	KIAA0786, LEC1	23266	ENSG00000117114
ADGRL3	LPHN3	KIAA0768, LEC3	23284	ENSG00000150471
ADGRL3-AS1	LPHN3-AS1		101927186	ENSG00000248692
ADGRL4	ELTD1	ETL	64123	ENSG00000162618
ADGRV1	USH2C, MASS1, GPR98	DKFZp761P0710, KIAA0686, FEB4, VLGR1	84059	ENSG00000164199
ADH1A	ADH1		124	ENSG00000187758
ADH1B	ADH2		125	ENSG00000196616
ADH1C	ADH3		126	ENSG00000248144
ADH4		ADH-2	127	ENSG00000198099
ADH5	FDH	ADH-3, ADHX, GSNOR	128	ENSG00000197894
ADH5P1~withdrawn				
ADH5P2			343296	ENSG00000232676
ADH5P3			100131810	ENSG00000223694
ADH5P4	ADH5B	bA707M13.2	642443	ENSG00000233859
ADH6		ADH-5	130	ENSG00000172955
ADH7		ADH-4	131	ENSG00000196344
ADHFE1		ADHFe1, FLJ32430	137872	ENSG00000147576
ADI1		SIPL, MTCBP-1, ARD, APL1, FLJ10913, HMFT1638, mtnD	55256	ENSG00000182551
ADI1P1			100130936	ENSG00000235102
ADI1P2			100288971	ENSG00000250684
ADI1P3			100288129	ENSG00000258369
ADIG		MGC39724, SMAF1, RP5-1100H13.2	149685	ENSG00000182035
ADIPOQ	ACDC	ACRP30, AdipoQ, apM1, GBP28, adiponectin	9370	ENSG00000181092
ADIPOQ-AS1			100874095	ENSG00000226482
ADIPOR1		PAQR1, ACDCR1	51094	ENSG00000159346
ADIPOR1P1			645220	ENSG00000232497
ADIPOR1P2			390503	ENSG00000258805
ADIPOR2		PAQR2, ACDCR2	79602	ENSG00000006831
ADIR~withdrawn				
ADIRF	C10orf116	APM2, AFRO	10974	ENSG00000148671
ADIRF-AS1			100133190	ENSG00000272734
ADK		AK	132	ENSG00000156110
ADL~withdrawn				
ADM		AM	133	ENSG00000148926
ADM2		AM2, FLJ21135	79924	ENSG00000128165
ADM5	C19orf76	AM5	199800	ENSG00000224420
ADMLX~withdrawn				
ADMLY~withdrawn				
ADNP		KIAA0784, ADNP1	23394	ENSG00000101126
ADNP-AS1			101927631	ENSG00000259456
ADNP2	ZNF508	KIAA0863	22850	ENSG00000101544
ADO	C10orf22	FLJ14547	84890	ENSG00000181915
ADORA1		RDC7	134	ENSG00000163485
ADORA2A	ADORA2	RDC8	135	ENSG00000128271
ADORA2A-AS1	C22orf45	FLJ34651	646023	ENSG00000178803
ADORA2B			136	ENSG00000170425
ADORA2BP1	ADORA2BP		137	ENSG00000236136
ADORA2L1~withdrawn				
ADORA2L2~withdrawn				
ADORA3		AD026	140	ENSG00000282608
ADPGK		DKFZp434B195, ADP-GK	83440	ENSG00000159322
ADPGK-AS1			100287559	ENSG00000260898
ADPRH		ARH1	141	ENSG00000144843
ADPRHL1		ARH2	113622	ENSG00000153531
ADPRHL2		ARH3, FLJ20446	54936	ENSG00000116863
ADPRM	C17orf48	MDS006	56985	ENSG00000170222
ADRA1A	ADRA1C	ADRA1L1	148	ENSG00000120907
ADRA1B			147	ENSG00000170214
ADRA1C~withdrawn				
ADRA1D		ADRA1R, ADRA1A, ADRA1	146	ENSG00000171873
ADRA2A	ADRA2, ADRA2R	ADRAR	150	ENSG00000150594
ADRA2B	ADRA2L1, ADRA2RL1	ADRARL1	151	ENSG00000274286
ADRA2C	ADRA2L2, ADRA2RL2	ADRARL2	152	ENSG00000184160
ADRA2L1~withdrawn				
ADRB1	ADRB1R		153	ENSG00000043591
ADRB2	ADRB2R	ADRBR, BAR, B2AR	154	ENSG00000169252
ADRB2RL1~withdrawn				
ADRB3			155	ENSG00000188778
ADRM1		GP110, Rpn13, ARM1	11047	ENSG00000130706
ADSL			158	ENSG00000239900
ADSS			159	ENSG00000035687
ADSSL1		FLJ38602	122622	ENSG00000185100
ADT~withdrawn				
ADTAA~withdrawn				
ADTAB~withdrawn				
ADTB1~withdrawn				
ADTB2~withdrawn				
ADTG~withdrawn				
ADTRP	C6orf105	dJ413H6.1, AIG1L	84830	ENSG00000111863
AE1~withdrawn				
AE2~withdrawn				
AEBP1		ACLP	165	ENSG00000106624
AEBP2		MGC17922	121536	ENSG00000139154
AEMK~withdrawn				
AEN	ISG20L1	FLJ12484, FLJ12562	64782	ENSG00000181026
AEPLC~withdrawn				
AEZ~withdrawn				
AF8T				
AFA				
AFAP1		AFAP-110, AFAP	60312	ENSG00000196526
AFAP1-AS1	AFAP1AS, AFAP1-AS	MGC10981	84740	ENSG00000272620
AFAP1L1		FLJ36748	134265	ENSG00000157510
AFAP1L2	KIAA1914	FLJ14564, Em:AC005383.4, XB130	84632	ENSG00000169129
AFCP~withdrawn				
AFD1				
AFDN	MLLT4	AF-6, AF6	4301	ENSG00000130396
AFDN-DT	C6orf124, MLLT4-AS1, AFDN-AS1	HGC6.4, dJ431P23.3	653483	ENSG00000198221
AFF1	PBM1, MLLT2	AF-4, AF4	4299	ENSG00000172493
AFF1-AS1			100506746	
AFF2	FMR2	FRAXE	2334	ENSG00000155966
AFF2-IT1				ENSG00000223516
AFF3	LAF4	MLLT2-like	3899	ENSG00000144218
AFF4		AF5Q31, MCEF	27125	ENSG00000072364
AFG1L	LACE1	AFG1	246269	ENSG00000135537
AFG3~withdrawn				
AFG3L1P	AFG3, AFG3L1		172	ENSG00000223959
AFG3L2	SCA28	SPAX5	10939	ENSG00000141385
AFG3L2P1	AFG3L2P		347028	ENSG00000253606
AFM		ALB2, ALBA	173	ENSG00000079557
AFMID		DKFZp686F03259, KF	125061	ENSG00000183077
AFP	HPAFP	FETA	174	ENSG00000081051
AFTPH		MGC33965, FLJ20080, FLJ23793, Nbla10388	54812	ENSG00000119844
AGA		ASRG	175	ENSG00000038002
AGAP1	CENTG2	KIAA1099, GGAP1	116987	ENSG00000157985
AGAP1-IT1			100506749	ENSG00000235529
AGAP2	CENTG1		116986	ENSG00000135439
AGAP2-AS1		LOC100130776, PUNISHER	100130776	ENSG00000255737
AGAP3	CENTG3		116988	ENSG00000133612
AGAP4	CTGLF1, AGAP8, CTGLF5	Em:AC012044.1, MRIP2	119016	ENSG00000188234
AGAP5	CTGLF2	Em:AC073389.1	729092	ENSG00000172650
AGAP6	CTGLF3	bA324H6.1	414189	ENSG00000204149
AGAP7P	CTGLF4, AGAP7	bA109G10.1	653268	ENSG00000264204
AGAP8~withdrawn				
AGAP9	CTGLF6	bA301J7.2, FLJ00312	642517	ENSG00000204172
AGAP10~withdrawn				
AGAP10P	AGAP10, CTGLF7, CTGLF10P	bA358L16.1, bA144G6.2	653234	ENSG00000230869
AGAP11		KIAA1975	119385	ENSG00000271880
AGAP12P	CTGLF12P	bA164N7.2	414224	ENSG00000265018
AGAP13P	CTGLF9P	bA548K23.1	728005	ENSG00000243289
AGAP14P	CTGLF11P, AGAP14	bA145E20.1	653259	ENSG00000279058
AGBL1		FLJ32310, CCP4	123624	ENSG00000273540
AGBL1-AS1			727915	ENSG00000260125
AGBL2		FLJ23598, CCP2	79841	ENSG00000165923
AGBL3		MGC32955, CCP3	340351	ENSG00000146856
AGBL4		FLJ14442, CCP6	84871	ENSG00000186094
AGBL4-IT1				ENSG00000225623
AGBL5		FLJ21839, CCP5	60509	ENSG00000084693
AGBL5-AS1				ENSG00000231636
AGBL5-IT1				ENSG00000229122
AGER		RAGE, SCARJ1	177	ENSG00000204305
AGFG1	HRB	RIP, RAB	3267	ENSG00000173744
AGFG2	HRBL	RABR	3268	ENSG00000106351
AGGF1		VG5Q, HSU84971, FLJ10283, GPATC7, GPATCH7	55109	ENSG00000164252
AGGF1P1			100132380	ENSG00000214273
AGGF1P2			644435	ENSG00000233435
AGGF1P3			391552	ENSG00000241532
AGGF1P4			100129351	ENSG00000261689
AGGF1P5			100128103	ENSG00000260680
AGGF1P6				ENSG00000259836
AGGF1P7			100132606	ENSG00000260994
AGGF1P8			100128804	ENSG00000261752
AGGF1P9			100127958	ENSG00000260427
AGGF1P10			100288774	ENSG00000282968
AGK	MULK	FLJ10842	55750	ENSG00000006530
AGKP1		AGKY1	359793	ENSG00000226555
AGL			178	ENSG00000162688
AGMAT		FLJ23384	79814	ENSG00000116771
AGMO	TMEM195	FLJ16237	392636	ENSG00000187546
AGMX1~withdrawn				
AGMX2				
AGO1	EIF2C1	hAGO1	26523	ENSG00000092847
AGO2	EIF2C2, CASC7	hAGO2, Q10, LINC00980	27161	ENSG00000123908
AGO3	EIF2C3	hAGO3, FLJ12765	192669	ENSG00000126070
AGO4	EIF2C4	hAGO4, KIAA1567, FLJ20033	192670	ENSG00000134698
AGPAT1		LPAAT-alpha	10554	ENSG00000204310
AGPAT2	BSCL	LPAAT-beta	10555	ENSG00000169692
AGPAT3		LPAAT-gamma, LPAAT3	56894	ENSG00000160216
AGPAT4		LPAAT-delta, dJ473J16.2	56895	ENSG00000026652
AGPAT4-IT1	C6orf59, NCRNA00241	FLJ23112	79992	ENSG00000279355
AGPAT5		FLJ11210, LPAAT-e, LPAAT-epsilon	55326	ENSG00000155189
AGPAT5P1			646231	ENSG00000234652
AGPS		ADHAPS, ADAS, ALDHPSY, ADPS, ADAP-S	8540	ENSG00000018510
AGR2		XAG-2, HAG-2, AG2, PDIA17	10551	ENSG00000106541
AGR3		HAG3, hAG-3, BCMP11, PDIA18	155465	ENSG00000173467
AGRN	AGRIN		375790	ENSG00000188157
AGRP		Agrt, ART, ASIP2	181	ENSG00000159723
AGS~withdrawn				
AGS1~withdrawn				
AGS2~withdrawn				
AGT	SERPINA8		183	ENSG00000135744
AGTBP~withdrawn				
AGTIL~withdrawn				
AGTPBP1		KIAA1035, Nna1, CCP1	23287	ENSG00000135049
AGTR1	AGTR1B	AT1, AT2R1, AGTR1A, AT2R1A, HAT1R, AG2S, AT2R1B, AT1B	185	ENSG00000144891
AGTR1B~withdrawn				
AGTR2		AT2, MRX88	186	ENSG00000180772
AGTRAP		ATRAP	57085	ENSG00000177674
AGTRL2~withdrawn				
AGXT	SPAT	AGXT1, PH1, AGT, SPT, AGT1	189	ENSG00000172482
AGXT2		AGT2	64902	ENSG00000113492
AHC~withdrawn				
AHCTF1		ELYS	25909	ENSG00000153207
AHCTF1P1	AHCTF1P	ELYS-like	285116	
AHCY		SAHH	191	ENSG00000101444
AHCYL1		XPVKONA, IRBIT, PPP1R78	10768	ENSG00000168710
AHCYL2		KIAA0828, long-IRBIT, IRBIT2	23382	ENSG00000158467
AHCYP1			340844	
AHCYP2			392387	ENSG00000238181
AHCYP3			402093	ENSG00000233955
AHCYP4			129560	ENSG00000232992
AHCYP5			391470	ENSG00000213107
AHCYP6			100419714	
AHCYP7			645486	ENSG00000259465
AHCYP8				ENSG00000242529
AHDC1		DJ159A19.3, RP1-159A19.1	27245	ENSG00000126705
AHDS~withdrawn				
AHI1		FLJ20069, ORF1, JBTS3	54806	ENSG00000135541
AHNAK		MGC5395	79026	ENSG00000124942
AHNAK2	C14orf78		113146	ENSG00000185567
AHR		bHLHe76	196	ENSG00000106546
AHRR	AHH, AHHR	KIAA1234, bHLHe77	57491	ENSG00000063438
AHSA1	C14orf3	p38, Aha1, hAha1	10598	ENSG00000100591
AHSA2P	AHSA2	DKFZp564C236, Hch1, AHA1	130872	ENSG00000173209
AHSG		FETUA, A2HS, HSGA	197	ENSG00000145192
AHSP	ERAF	EDRF	51327	ENSG00000169877
AIC			192	
AICDA		HIGM2, CDA2, ARP2, AID	57379	ENSG00000111732
AIDA	C1orf80	FLJ12806	64853	ENSG00000186063
AIED~withdrawn				
AIF1		IRT-1, AIF-1, Em:AF129756.17, IBA1	199	ENSG00000204472
AIF1L	C9orf58	IBA2, FLJ12783	83543	ENSG00000126878
AIFM1	PDCD8, NAMSD	AIF, CMTX4	9131	ENSG00000156709
AIFM1P1			645120	ENSG00000225509
AIFM2	AMID	FLJ14497, PRG3	84883	ENSG00000042286
AIFM3		AIFL, FLJ30473	150209	ENSG00000183773
AIG1		dJ95L4.1, AIG-1, FLJ10485	51390	ENSG00000146416
AIG1P1				ENSG00000249089
AIH1~withdrawn				
AIH2~withdrawn				
AIH3				
AIM2		PYHIN4	9447	ENSG00000163568
AIMP1	SCYE1	EMAPII, EMAP-2, p43	9255	ENSG00000164022
AIMP1P1	SCYE1P	bA400P21.1	170547	ENSG00000234187
AIMP1P2			100873064	ENSG00000227177
AIMP2		p38, PRO0992, JTV-1, JTV1	7965	ENSG00000106305
AIP		XAP2, ARA9, FKBP16	9049	ENSG00000110711
AIPL1	LCA4		23746	ENSG00000129221
AIRE	APECED	PGA1, APS1	326	ENSG00000160224
AIRN		AIR, NCRNA00088, IGF2RAS, IGF2R-AS1	100271873	ENSG00000268257
AIS1				
AIS2			378426	
AIS3			378427	
AJAP1		SHREW1, SHREW-1, MOT8	55966	ENSG00000196581
AJM1	C9orf172	ajm-1	389813	ENSG00000232434
AJUBA	JUB	MGC15563	84962	ENSG00000129474
AK1			203	ENSG00000106992
AK2			204	ENSG00000004455
AK2P1		AK2B	266920	
AK2P2			339736	ENSG00000242272
AK3	AK6, AK3L1	AKL3L1	50808	ENSG00000147853
AK3P2		HsT26053	100419074	ENSG00000250115
AK3P3			100419075	ENSG00000230042
AK3P4			100129959	ENSG00000248722
AK3P5			100288319	ENSG00000228816
AK3P6			100873789	
AK4	AK3, AK3L1		205	ENSG00000162433
AK4P1	AK3P1		206	ENSG00000263535
AK4P2			100132104	ENSG00000249410
AK4P3	AK3L2	AK3L2P	645619	ENSG00000233381
AK4P4			100128705	ENSG00000223621
AK4P5			100526416	ENSG00000217377
AK4P6			649288	ENSG00000235606
AK5			26289	ENSG00000154027
AK6		CINAP	102157402	ENSG00000085231
AK6~withdrawn				
AK6P1			100132086	ENSG00000256614
AK6P2			100128817	ENSG00000257173
AK7		FLJ32864	122481	ENSG00000140057
AK8	C9orf98	FLJ32704	158067	ENSG00000165695
AK9	C6orf224, AKD2, C6orf199, AKD1	FLJ42177, FLJ25791, dJ70A9.1, MGC26954	221264	ENSG00000155085
AKAIN1	C18orf42		642597	ENSG00000231824
AKAP1	PRKA1	AKAP121, AKAP149, SAKAP84, S-AKAP84, AKAP84, D-AKAP1, PPP1R43, TDRD17	8165	ENSG00000121057
AKAP2	PRKA2	AKAP-KL, KIAA0920, DKFZp564L0716, MISP2	11217	ENSG00000241978
AKAP3		FSP95, SOB1, AKAP110, CT82	10566	ENSG00000111254
AKAP4		p82, hAKAP82, AKAP82, Fsc1, HI, CT99	8852	ENSG00000147081
AKAP5		AKAP75, AKAP79	9495	ENSG00000179841
AKAP6		KIAA0311, mAKAP, AKAP100, PRKA6, ADAP6	9472	ENSG00000151320
AKAP7		AKAP18, AKAP15	9465	ENSG00000118507
AKAP8		AKAP95, DKFZp586B1222	10270	ENSG00000105127
AKAP8L		NAKAP95, HAP95	26993	ENSG00000011243
AKAP8P1			646114	ENSG00000234146
AKAP9		KIAA0803, AKAP350, AKAP450, CG-NAP, YOTIAO, HYPERION, PRKA9, MU-RMS-40.16A, PPP1R45, LQT11	10142	ENSG00000127914
AKAP10		D-AKAP2, PRKA10, MGC9414	11216	ENSG00000108599
AKAP11		KIAA0629, AKAP220, PRKA11, FLJ11304, DKFZp781I12161, PPP1R44	11215	ENSG00000023516
AKAP11-IT1~withdrawn				
AKAP12		AKAP250, SSeCKS	9590	ENSG00000131016
AKAP13	LBC	Ht31, BRX, AKAP-Lbc, c-lbc, PROTO-LB, HA-3, ARHGEF13	11214	ENSG00000170776
AKAP14		AKAP28	158798	ENSG00000186471
AKAP17A	CXYorf3, SFRS17A	XE7, XE7Y, DXYS155E, MGC39904, 721P, CCDC133	8227	ENSG00000197976
AKAP17BP	AKAP16B, AKAP16BP		139516	ENSG00000214992
AKD2~withdrawn				
AKIP1	C11orf17	BCA3	56672	ENSG00000166452
AKIRIN1	C1orf108	FLJ12666	79647	ENSG00000174574
AKIRIN1P1			100418731	ENSG00000257786
AKIRIN1P2				ENSG00000228125
AKIRIN2	C6orf166	FLJ10342, dJ486L4.2	55122	ENSG00000135334
AKIRIN2-AS1~withdrawn				
AKIRIN2P1			100216487	ENSG00000251482
AKNA		KIAA1968	80709	ENSG00000106948
AKNAD1	C1orf62	MGC26989	254268	ENSG00000162641
AKR1A1		ALR, DD3	10327	ENSG00000117448
AKR1B1	ALDR1	AR	231	ENSG00000085662
AKR1B1P1	ALDRL1		401982	ENSG00000229991
AKR1B1P2	ALDRP		236	ENSG00000213452
AKR1B1P3	ALDRL3		729347	ENSG00000213785
AKR1B1P4	ALDRL4		390402	ENSG00000237876
AKR1B1P5	AKR1B1P		390482	
AKR1B1P6			100129769	ENSG00000225212
AKR1B1P7			126242	ENSG00000266899
AKR1B1P8			392525	ENSG00000231371
AKR1B10	AKR1B11	AKR1B12, ARL-1, HIS, ARL1, HSI, ALDRLn	57016	ENSG00000198074
AKR1B10P1			340888	ENSG00000213606
AKR1B10P2			643582	ENSG00000263355
AKR1B11~withdrawn				
AKR1B15			441282	ENSG00000227471
AKR1C1	DDH1	DDH, MBAB, DD1, HAKRC	1645	ENSG00000187134
AKR1C2	DDH2, TDD	DD, BABP, DD2, HAKRD, MCDR2	1646	ENSG00000151632
AKR1C3	HSD17B5	KIAA0119, DDX, HAKRB, PGFS	8644	ENSG00000196139
AKR1C4	CHDR	DD4, HAKRA, C11, 3-alpha-HSD, CDR, MGC22581	1109	ENSG00000198610
AKR1C5P			100996684	ENSG00000225418
AKR1C6P		TAKR	389932	ENSG00000151631
AKR1C7P			648947	ENSG00000215267
AKR1C8P	AKR1CL1		340811	ENSG00000264006
AKR1D1	SRD5B1		6718	ENSG00000122787
AKR1D1P1	SRD5BP1, AKR1D1P		80701	ENSG00000227776
AKR1E2	AKRDC1, AKR1CL2	MGC10612	83592	ENSG00000165568
AKR7A2		AFAR	8574	ENSG00000053371
AKR7A2P1		AFARP1	246182	ENSG00000229020
AKR7A3			22977	ENSG00000162482
AKR7L		AFAR3	246181	ENSG00000211454
AKT1		RAC, PKB, PRKBA, AKT	207	ENSG00000142208
AKT1S1		PRAS40, MGC2865, Lobe	84335	ENSG00000204673
AKT2		PKBβ	208	ENSG00000105221
AKT3		PKBG, RAC-gamma, PRKBG	10000	ENSG00000117020
AKT3-IT1				ENSG00000228939
AKTIP	FTS	FLJ13258	64400	ENSG00000166971
AKU~withdrawn				
ALAD		ALADH, PBGS	210	ENSG00000148218
ALAS1	ALAS3, ALAS		211	ENSG00000023330
ALAS2	ASB		212	ENSG00000158578
ALAS3~withdrawn				
ALB			213	ENSG00000163631
ALCAM		CD166, MEMD	214	ENSG00000170017
ALD~withdrawn				
ALDH1A1	PUMB1, ALDH1	RALDH1	216	ENSG00000165092
ALDH1A2		RALDH2	8854	ENSG00000128918
ALDH1A3	ALDH6	RALDH3	220	ENSG00000184254
ALDH1B1	ALDH5	ALDHX	219	ENSG00000137124
ALDH1L1	FTHFD	10-fTHF, FDH	10840	ENSG00000144908
ALDH1L1-AS1		100874204	ENSG00000250218
ALDH1L1-AS2		100862662	ENSG00000246022
ALDH1L2		FLJ38508, mtFDH	160428	ENSG00000136010
ALDH2			217	ENSG00000111275
ALDH3A1	ALDH3		218	ENSG00000108602
ALDH3A2	SLS, ALDH10	FALDH	224	ENSG00000072210
ALDH3B1	ALDH7		221	ENSG00000006534
ALDH3B2	ALDH8		222	ENSG00000132746
ALDH4A1	ALDH4	P5CDh	8659	ENSG00000159423
ALDH5A1		SSADH, SSDH	7915	ENSG00000112294
ALDH6A1	MMSDH		4329	ENSG00000119711
ALDH7A1	ATQ1	EPD, PDE	501	ENSG00000164904
ALDH7A1P1	ATQL1		541	ENSG00000251400
ALDH7A1P2	ATQL2		542	ENSG00000232292
ALDH7A1P3	ATQL3		543	ENSG00000243853
ALDH7A1P4	ATQL4		544	ENSG00000234489
ALDH8A1		ALDH12	64577	ENSG00000118514
ALDH9A1	ALDH7, ALDH4, ALDH9	E3	223	ENSG00000143149
ALDH16A1		MGC10204	126133	ENSG00000161618
ALDH18A1	GSAS, PYCS, SPG9	P5CS	5832	ENSG00000059573
ALDL1~withdrawn				
ALDOA			226	ENSG00000149925
ALDOAP1			391538	ENSG00000242849
ALDOAP2			228	ENSG00000214297
ALDOB			229	ENSG00000136872
ALDOC			230	ENSG00000109107
ALDR1~withdrawn				
ALDRL2~withdrawn				
ALDRL5~withdrawn				
ALFN1~withdrawn				
ALG1		HMT-1, HMAT1, CDG1K, Mat-1	56052	ENSG00000033011
ALG1L		ALG1L1	200810	ENSG00000189366
ALG1L2			644974	ENSG00000251287
ALG1L3P			100132066	ENSG00000251087
ALG1L5P			647415	ENSG00000226943
ALG1L6P			339879	ENSG00000238278
ALG1L7P			728263	ENSG00000251271
ALG1L8P			645015	ENSG00000227620
ALG1L9P			285407	ENSG00000254978
ALG1L10P				ENSG00000254016
ALG1L11P				ENSG00000249889
ALG1L12P			100421097	ENSG00000250794
ALG1L13P				ENSG00000253981
ALG1L14P			100996649	ENSG00000250268
ALG1L15P			730086	ENSG00000242017
ALG2		CDGIi, FLJ14511, hALPG2, NET38, CDG1I	85365	ENSG00000119523
ALG3		NOT56L, Not56, CDGS4, D16Ertd36e	10195	ENSG00000214160
ALG3P1			442131	ENSG00000251568
ALG5		bA421P11.2	29880	ENSG00000120697
ALG6			29929	ENSG00000088035
ALG8		MGC2840	79053	ENSG00000159063
ALG9	DIBD1		79796	ENSG00000086848
ALG9-IT1				ENSG00000254450
ALG10		FLJ14751, DIE2, ALG10A	84920	ENSG00000139133
ALG10B		KCR1	144245	ENSG00000175548
ALG11		KIAA0266, CDG1P	440138	ENSG00000253710
ALG12		ECM39, CDG1G	79087	ENSG00000182858
ALG13	GLT28D1, CXorf45	MDS031, YGL047W, FLJ23018, TDRD13, CDG1S	79868	ENSG00000101901
ALG13-AS1				ENSG00000229487
ALG14		MGC19780	199857	ENSG00000172339
ALK		CD246	238	ENSG00000171094
ALKAL1	FAM150A	UNQ9433, AUGB	389658	ENSG00000196711
ALKAL2	FAM150B	AUGA	285016	ENSG00000189292
ALKBH1	ALKBH	hABH, alkB, ABH	8846	ENSG00000100601
ALKBH2		MGC90512, ABH2	121642	ENSG00000189046
ALKBH3		DEPC-1	221120	ENSG00000166199
ALKBH3-AS1			100507300	ENSG00000244926
ALKBH4		FLJ20013	54784	ENSG00000160993
ALKBH5	OFOXD1	FLJ20308	54890	ENSG00000091542
ALKBH6		MGC15677	84964	ENSG00000239382
ALKBH7	SPATA11	MGC10974	84266	ENSG00000125652
ALKBH8		MGC10235, TRM9, TRMT9A	91801	ENSG00000137760
ALLC		ALC	55821	ENSG00000151360
ALMS1		KIAA0328	7840	ENSG00000116127
ALMS1-IT1			100874291	ENSG00000230002
ALMS1P1	ALMS1L, ALMS1P		200420	ENSG00000163016
ALOX5		5-LOX	240	ENSG00000012779
ALOX5AP		FLAP	241	ENSG00000132965
ALOX12		12S-LOX	239	ENSG00000108839
ALOX12-AS1			100506713	ENSG00000215067
ALOX12B		12R-LOX	242	ENSG00000179477
ALOX12P1	ALOX12P		243	ENSG00000264958
ALOX12P2			245	ENSG00000262943
ALOX15		15-LOX-1	246	ENSG00000161905
ALOX15B		15-LOX-2	247	ENSG00000179593
ALOX15P1	ALOX15P		100652883	ENSG00000274114
ALOX15P2			642959	ENSG00000188101
ALOXE3		eLOX3, E-LOX	59344	ENSG00000179148
ALOXE3P1			100420216	
ALPG	ALPPL2	GCAP	251	ENSG00000163286
ALPI		IAP	248	ENSG00000163295
ALPK1		Lak, FLJ22670, KIAA1527	80216	ENSG00000073331
ALPK2		HAK	115701	ENSG00000198796
ALPK3		MAK, KIAA1330, Midori	57538	ENSG00000136383
ALPL	HOPS	TNSALP, TNALP, TNAP	249	ENSG00000162551
ALPP		PALP, PLAP	250	ENSG00000163283
ALPPL1~withdrawn				
ALPPP				
ALS1~withdrawn				
ALS2	ALS2CR6		57679	ENSG00000003393
ALS2CL		FLJ36525, RN49018, DKFZp686I0110	259173	ENSG00000178038
ALS2CR1~withdrawn				
ALS2CR6~withdrawn				
ALS2CR14~withdrawn				
ALS2CR16~withdrawn				
ALS2CR17~withdrawn				
ALS2CR18~withdrawn				
ALS3				
ALS5				
ALS6~withdrawn				
ALS7			406238	
ALUNC~withdrawn				
ALX1	CART1		8092	ENSG00000180318
ALX3	FND		257	ENSG00000156150
ALX4	PFM2	FPP, PFM, KIAA1788	60529	ENSG00000052850
ALYREF	THOC4	ALY, BEF, ALY/REF, REF	10189	ENSG00000183684
AMACR		RACE, P504S	23600	ENSG00000242110
AMBN			258	ENSG00000178522
AMBP	ITI, ITIL	UTI, HCP, EDC1, HI30, IATIL, ITILC	259	ENSG00000106927
AMBRA1		FLJ20294, KIAA1736, WDR94, DCAF3	55626	ENSG00000110497
AMCD1~withdrawn				
AMCD2B~withdrawn				
AMCN		AMC, AMCN1, AMC1		
AMD1		SAMDC	262	ENSG00000123505
AMD1P1			100133024	ENSG00000228339
AMD1P2	AMD2, AMD, AMDP1	AMDPX, AMDPY	263	ENSG00000237801
AMD1P3			728931	ENSG00000249286
AMD1P4			100129761	ENSG00000215124
AMD2~withdrawn				
AMDHD1		MGC35366	144193	ENSG00000139344
AMDHD2		CGI-14	51005	ENSG00000162066
AMDM~withdrawn				
AMELX	AMG, AIH1		265	ENSG00000125363
AMELY	AMGL		266	ENSG00000099721
AMER1	FAM123B	RP11-403E24.2, FLJ39827, WTX	139285	ENSG00000184675
AMER2	FAM123A	FLJ25477	219287	ENSG00000165566
AMER3	FAM123C	FLJ38377	205147	ENSG00000178171
AMFR		RNF45, gp78	267	ENSG00000159461
AMH		MIS	268	ENSG00000104899
AMHR2		MISR2, MISRII	269	ENSG00000135409
AMIGO1		AMIGO, KIAA1163	57463	ENSG00000181754
AMIGO2		ALI1, DEGA	347902	ENSG00000139211
