Gene Name,Gene ID
cebpe,1053
cel,1056
celp,1057
or6f1,343169
linc01460,100129995
100129996,100129996
100129997,100129997
400841,400841
fam9c,171484
fam9b,171483
fam9a,171482
bcr,613
171489,171489
fam124a,220108
rps20p11,100271082
rps20p9,100271080
znf561-as1,284385
npm1p48,442006
100125392,100125392
339352,339352
snrpgp1,326272
eef1a1p30,402420
ascc1,51008
hla-dpa1,3113
hla-dob,3112
matn1-as1,100129196
malsu1,115416
kctd1,284252
dynap,284254
bod1l2,284257
lamtor3,8649
chrd,8646
abcb11,8647
coq6,51004
ptgis,5740
pth,5741
ptgs1,5742
ptgs2,5743
pthlh,5744
pth1r,5745
pth2r,5746
ptk2,5747
slc35b3,51000
glyctk,132158
linc00605,100131366
garem2,150946
643551,643551
siah2,6478
100131360,100131360
shox,6473
shmt2,6472
shmt1p1,6471
shmt1,6470
siah1,6477
si,6476
shox2,6474
snord82,25826
tpsg1,25823
trip11,9321
tmem184b,25829
eif4ebp2p1,170510
ensap1,170511
gcnt1p1,170517
hnrnpc,3183
ccdc74a,90557
ufl1,23376
casc11,100270680
foxl2nb,401089
tmem236,653567
spcs2p4,653566
linc01205,401082
653562,653562
dmbx1,127343
100128242,100128242
c6orf163,206412
100288449,100288449
ggnbp1,449520
100288443,100288443
march11,441061
linc01446,401337
slc13a4,26266
alg1l,200810
far2p2,100216479
mboat1,154141
lsamp,4045
lsp1,4046
lss,4047
lrp6,4040
or7e104p,81137
646736,646736
lrpap1,4043
lta4h,4048
lta,4049
120329,120329
c11orf45,219833
ankrd20a19p,400110
atp6v1e2,90423
bmf,90427
rbmx,27316
mir31hg,554202
392196,392196
usp17l7,392197
or5ak3p,81228
159007,159007
nkx3-1,4824
erap2,64167
nkx6-1,4825
cops5p1,135270
cntn4,152330
ct47a10,728036
myl6p5,124685
e2f4,1874
znf233,353355
e2f3,1871
400061,400061
hist2h3c,126961
med30,90390
jpx,554203
ccdc148-as1,554201
554206,554206
554207,554207
100506634,100506634
znf430,80264
edem3,80267
trim45,80263
c16orf70,80262
npcdr1,246734
trmt13,54482
ywhazp4,246737
clec12a,160364
dgcr8,54487
ubox5-as1,100134015
or4d2,124538
phc1,1911
ednrb,1910
hsf5,124535
phc2,1912
eef1a1,1915
eef1a2,1917
capza1p,53338
comtd1,118881
ttc39c,125488
znf433,163059
mcu,90550
ncoa2,10499
fam43b,163933
unc13b,10497
dact2,168002
enox2,10495
stk25,10494
znf709,163051
znf564,163050
crtap,10491
vti1b,10490
kyat1,883
chpf2,54480
654348,654348
ints6l,203522
znf449,203523
cck,885
lsp1p4,654342
rnpc3p1,654340
654341,654341
lgals9c,654346
lmntd2,256329
ankrd9,122416
tdrd5,163589
gulop,2989
gsdme,1687
prr15,222171
znf778,197320
guk1,2987
284600,284600
ventxp7,391518
gucy2f,2986
obp2b,29989
slc2a8,29988
donson,29980
nrbf2,29982
slc39a3,29985
rhod,29984
slc39a2,29986
ppiap58,126170
440157,440157
gpbar1,151306
linc00608,151300
100131990,100131990
100131993,100131993
fam27e3,100131997
rrn3p3,100131998
acsf3,197322
frmpd2b,728798
rpl21p85,100271189
rpl21p83,100271186
rpl21p78,100271185
rpl21p74,100271184
ccdc60,160777
apof,319
nudt2,318
aoah,313
anxa13,312
anxa11,311
anxa7,310
apaf1,317
aox1,316
aoc2,314
b3galt6,126792
taar3p,9288
rpl23ap29,100271458
cdc40,51362
chst15,51363
mbtps2,51360
hook1,51361
ubr5,51366
pop5,51367
zmynd10,51364
pla1a,51365
tex264,51368
or56a1,120796
carm1,10498
or56a4,120793
151878,151878
polr3h,171568
100132080,100132080
dppa2,151871
magi1-it1,151877
ankrd18a,253650
rnf152,220441
gage12h,729442
vat1,10493
ccdc61,729440
gage2a,729447
729444,729444
syncrip,10492
sbdsp1,155370
100134868,100134868
ube2q2p2,100134869
chkb-cpt1b,386593
foxi1,2299
foxd4,2298
rnf144a-as1,386597
foxd1,2297
foxc1,2296
foxf2,2295
foxf1,2294
cckbr,887
cckar,886
shisa4,149345
728813,728813
kbtbd12,166348
noxa1,10811
maged2,10916
btnl3,10917
papola,10914
snap47,116841
gadd45g,10912
edar,10913
sugt1,10910
uts2,10911
frs3,10817
or7e125p,389616
fam90a3p,389611
xkr5,389610
ehmt2,10919
57005,57005
ackr3,57007
sdhaf3,57001
gsn-as1,57000
ccdc47,57003
yae1,57002
tmx4,56255
duox1,53905
csag1,158511
crtam,56253
or6s1,341799
fam205bp,389715
c17orf49,124944
vmp1,81671
linc01085,152742
clhc1,130162
mier3,166968
stox2,56977
fam20c,56975
56972,56972
56973,56973
mir650,723778
ceacam19,56971
p2rx2,22953
cyp2g1p,22952
slc4a1ap,22950
scmh1,22955
prdm9,56979
nlrp7,199713
glp1r,2740
znf251,90987
glra2,2742
glrx,2745
gls,2744
glud2,2747
glud1,2746
ccdc116,164592
728897,728897
hmbox1,79618
fam90a14p,645651
rnaseh1p2,390766
390760,390760
ascl2,430
tmem132c,92293
otud4,54726
gtf2f2,2963
glyatl1,92292
nkx1-1,54729
hbq1,3049
hbg2,3048
hbap1,3041
hba2,3040
hbb,3043
hbm,3042
hbd,3045
hbbp1,3044
hbg1,3047
hbe1,3046
arl11,115761
sox8,30812
222070,222070
spatc1l,84221
rpl10ap3,137107
defa5,1670
btf3p13,132556
c12orf29,91298
baz2b,29994
gusbp1,728411
643711,643711
casc16,643714
scgb1b2p,643719
29044,29044
rgpd2,729857
stx17-as1,441461
umad1,729852
fgf13-as1,100129662
rpl31p27,100271198
fra5c,2396
100128398,100128398
644297,644297
fra5b,2394
rpl35ap36,100128393
fxn,2395
luzp2,338645
lgals3bp,3959
lgals3,3958
hmgb3p27,441795
wdr20,91833
lepr,3953
samd4b,55095
ebln2,55096
lect2,3950
med9,55090
lgals1,3956
tmem51,55092
wdyhv1,55093
144203,144203
reep3,221035
jmjd1c,221037
tas2r60,338398
tas2r62p,338399
krt18p23,642448
trim64b,642446
fra5f,2399
adh5p4,642443
642441,642441
117852,117852
il17rb,55540
or7e140p,344729
55547,55547
rbm38,55544
msx2p1,55545
mir548a2,693126
cox4i1p2,652170
100128531,100128531
mir29b2chg,100128537
noto,344022
adgrf3,165082
100289313,100289313
usp17l6p,391622
usp17l9p,391627
krt8p43,100289319
chchd2p8,646630
ppil1,51645
ciao2b,51647
ypel5,51646
tmbim4,51643
mrpl48,51642
znf670,93474
mrps23,51649
tubb2a,7280
tulp1,7287
ccnl1,57018
homer3,9454
or2l3,391192
or2ak2,391191
or2l8,391190
or2m7,391196
or2t33,391195
or2m2,391194
439933,439933
thap7-as1,439931
c5orf17,439936
linc00575,439934
439935,439935
439938,439938
iqgap3,128239
strip1,85369
85368,85368
slc25a30,253512
trim5,85363
syde1,85360
85367,85367
mylk2,85366
alg2,85365
zcchc3,85364
id2b,84099
rpl32p18,644907
gcc2-as1,644903
100133077,100133077
cct5,22948
641367,641367
slc7a11-as1,641364
linc00616,641365
pirc19,100313926
339685,339685
bola2,552900
dvl2,1856
dvl3,1857
100129171,100129171
rnu7-38p,100147825
sh2d6,284948
mphosph8,54737
slc35f2,54733
cdrt4,284040
ccdc144b,284047
tnfaip3,7128
gja9,81025
mir98,407054
tnfaip2,7127
tnf,7124
tnnc2,7125
cldn5,7122
clec3b,7123
tubb1,81027
znf493,284443
kbtbd8,84541
kiaa1841,84542
aasdh,132949
mrpl43,84545
snord35b,84546
pgbd1,84547
tmem185a,84548
mak16,84549
arl9,132946
bche,590
bckdha,593
ccnd1,595
bckdhb,594
bcl2a1,597
bcl2,596
cycsp29,360180
bcl2l1,598
trq-ctg8-1,100189217
phlda3,23612
secisbp2,79048
729860,729860
plekhf2,79666
neil1,79661
ppp1r3b,79660
ass1,445
rpl23ap58,100271616
tcf7l2,6934
st8sia2,8128
anp32a,8125
tmem80,283232
invs,27130
rpl23ap59,100271618
snx5,27131
prkcb,5579
prkca,5578
prkar2b,5577
prkar2a,5576
prkar1b,5575
acaa1,30
prkar1a,5573
prkag1,5571
pkib,5570
tjp3,27134
pnma5,114824
rhpn1,114822
nrbp2,340371
rassf8,11228
galnt5,11227
galnt6,11226
rpl35,11224
mst1l,11223
mrpl3,11222
dusp10,11221
ankrd63,100131244
100131242,100131242
npas4,266743
igkv2-24,28923
lgals4,3960
643085,643085
gasal1,401472
100288524,100288524
rexo1l2p,100288527
mir4290hg,286370
slc25a19,60386
tsen15,116461
401478,401478
cpxcr1,53336
zfpm1,161882
nkx2-3,159296
styxl1,51657
linc00254,64735
defb104a,140596
mrps33,51650
necab1,64168
krt75,9119
ina,9118
mgat4d,152586
nmi,9111
mtmr4,9110
lats1,9113
mta1,9112
atp6v0d1,9114
sec22c,9117
100133661,100133661
mpeg1,219972
glyatl2,219970
nomo2,283820
ly6e-dt,100133669
ankfn1,162282
or4c15,81309
rbmy2ep,159125
snx16,64089
mccc2,64087
clstn2,64084
golph3,64083
or4p4,81300
pbld,64081
rbks,64080
rbmxl1,494115
lpcat4,254531
spanxn2,494119
spanxn1,494118
ass1p3,158452
gnas-as1,149775
apcdd1l-dt,149773
400707,400707
400706,400706
siglec16,400709
ctcf,10664
tsbp1,10665
cd226,10666
fars2,10667
lbx1,10660
klf1,10661
cxcr6,10663
tceal2,140597
cgrrf1,10668
cgref1,10669
h2bfwt,158983
smc2,10592
scgn,10590
dnph1,10591
10596,10596
trappc2b,10597
prpf8,10594
ern2,10595
hist1h2bj,8970
h1fx,8971
ahsa1,10598
slco1b1,10599
chchd3,54927
usp13,8975
zscan32,54925
stpg4,285051
ankrd31,256006
100130618,100130618
tnnc1,7134
spry1,10252
ubqlnl,143630
abcc4,10257
rpl22p22,100130922
100130921,100130921
100130920,100130920
100130927,100130927
100130924,100130924
trbv28,28559
trbv23or9-2,28552
cox7a2p2,1348
cox7b,1349
znf596,169270
spdye2b,100310812
cox6b1,1340
cox6c,1345
cox7a1,1346
cox7a2,1347
c14orf177,283598
cacng6,59285
snhg10,283596
ubl5,59286
fam181a-as1,283592
cacng8,59283
643339,643339
oxnad1,92106
ints4,92105
ttc30a,92104
bms1p1,399761
hyal3,8372
hist2h4a,8370
mad1l1,8379
rad51b,5890
rala,5898
sec63,11231
vgll3,389136
armc10p1,389137
or52e2,119678
or52j3,119679
msgn1,343930
728613,728613
dnaja1p4,728614
zscan12p1,221584
asb9p1,728619
gpr142,350383
ppip5k2,23262
zswim2,151112
ercc6l2,375748
or2t11,127077
or2t4,127074
gucy2c,2984
hspb8,26353
fam162a,26355
gnl3,26354
dnajc9-as1,414245
ccdc88a,55704
tnni3k,51086
ndc1,55706
necap2,55707
map7d1,55700
arhgef40,55701
yju2,55702
polr3b,55703
100292804,100292804
kbtbd4,55709
klhl5,51088
inpp1,3628
ier5l,389792
ing1,3621
ido1,3620
inha,3623
ing2,3622
inhbb,3625
inhba,3624
cxcl10,3627
inhbc,3626
pcdhgc5,56097
lrrc37b,114659
cwc22,57703
fam160b1,57700
nckap5l,57701
dennd1a,57706
meak7,57707
gba2,57704
wdfy4,57705
fbxo8,26269
mier1,57708
slc7a14,57709
snord73b,114655
cox7bp1,114657
lysmd2,256586
snora80e,677823
trpm3,80036
snora49,677829
page2b,389860
serbp1p1,389866
ndufa6-dt,100132273
plcd3,113026
tfeb,7942
or4a8,81315
2466,2466
2467,2467
znf627,199692
2463,2463
2468,2468
dand5,199699
nppb,4879
rpap2,79871
linc02243,340581
linc00638,196872
cdk15,65061
ttc37,9652
hs2st1,9653
mtfr1,9650
plch2,9651
mdc1,9656
iqcb1,9657
ttll4,9654
socs5,9655
znf516,9658
pde4dip,9659
coq9,57017
lingo3,645191
645195,645195
smtnl2,342527
fam13c,220965
rpl17p6,645441
atp5pbp6,645440
645446,645446
slc16a9,220963
hus1,3364
htr4,3360
htr5a,3361
htr6,3362
htr7,3363
tbc1d2b,23102
micb,4277
4276,4276
atf3,467
atf1,466
284930,284930
ociad2,132299
gusbp11,91316
derl3,91319
xrra1,143570
tmem207,131920
golga8n,643699
283075,283075
283070,283070
dip2a,23181
rftn1,23180
phldb1,23187
rcor1,23186
larp4b,23185
mesd,23184
kank1,23189
ervw-1,30816
atl3,25923
zdhhc5,25921
nelfb,25920
cnrip1,25927
rps7p11,644315
znf521,25925
myrip,25924
gemin5,25929
sostdc1,25928
ints10,55174
wnt16,51384
202451,202451
eif3l,51386
441617,441617
286178,286178
sf3b1,23451
sf3b3,23450
angptl2,23452
abcb9,23457
abcb10,23456
dpy19l2p3,442524
loxl2,4017
pllp,51090
mgme1,92667
rpl5,6125
rpl4,6124
rpe65,6121
rpe,6120
rpl3l,6123
rpl3,6122
rpl7,6129
rpl6,6128
e2f6p4,139542
snord16,595097
krbox1,100506243
lrig3,121227
100288371,100288371
znf292,23036
uqcrhl,440567
pramef6,440561
rps23p8,653658
hnrnpcl2,440563
c1ql4,338761
mbd3l3,653657
mbd3l4,653656
pdpk2p,653650
653653,653653
snord18b,595099
creg2,200407
vwa3b,200403
c1orf131,128061
eif4a1p8,100289102
653380,653380
100289109,100289109
mir155,406947
dynll1p3,391012
pla2g2c,391013
339874,339874
ptpdc1,138639
646408,646408
dgat2l7p,646409
ffar3,2865
tpte2p1,646405
alg1l6p,339879
nudt11,55190
pinlyp,390940
asnsd1,54529
400622,400622
linc02092,400620
400627,400627
linc01973,400624
snar-c4,100170219
tex19,400629
mgam,8972
chrna6,8973
linc02003,146795
mypn,84665
cspg4p2y,84664
hes7,84667
retnlb,84666
dpy30,84661
ccdc62,84660
84663,84663
glis2,84662
100131894,100131894
cox18,285521
insyn2b,100131897
usp32,84669
fam126a,84668
fryl,285527
linc00996,285972
rab8b,51762
znf775,285971
c7orf65,401335
or51m1,390059
nkx2-1,7080
tk1,7083
tjp1,7082
tk2,7084
icam5,7087
tkt,7086
tle2,7089
tle1,7088
or52a4p,390053
or52a5,390054
sbk1,388228
slc14a2,8170
madcam1,8174
sf3a2,8175
ell,8178
trmt44,152992
pgm2l1,283209
p4ha3,283208
tcof1,6949
tcn2,6948
tcf21,6943
tcf20,6942
tcf19,6941
znf354a,6940
tcn1,6947
mlx,6945
vps72,6944
100130419,100130419
cecr7,100130418
linc02593,100130417
teddm1,127670
tre-ttc12-1,100189000
tre-ctc3-1,100189007
or5d18,219438
mrpl42,28977
or5d14,219436
c19orf53,28974
mrps18b,28973
or4c6,219432
aamdc,28971
rpl21p133,100271391
100132077,100132077
kri1,65095
jmjd4,65094
ccnb2p1,100132073
100132071,100132071
100132078,100132078
foxo6,100132074
abhd17ap4,729495
or4h12p,161271
729496,729496
jtb,10899
cpsf4,10898
mmp24,10893
malt1,10892
ppargc1a,10891
rab10,10890
yif1a,10897
oclm,10896
ppbpp2,10895
lyve1,10894
xrcc3,7517
xrcc2,7516
xrcc1,7515
gpr180,160897
xpnpep2,7512
apoc1p1,342
aqp8,343
apoe,348
ervfc1-1,346547
xrcc4,7518
286009,286009
gabra2,2555
rpsap63,100270755
ccdc96,257236
clrn3,119467
rab40b,10966
acot2,10965
ifi44l,10964
xkr9,389668
mllt11,10962
flnc,2318
slc38a1,81539
flna,2316
sgpp1,81537
flii,2314
mlana,2315
mob2,81532
itfg1,81533
foxo3b,2310
pzp,5858
qars,5859
c2orf27b,408029
or2u1p,26695
730909,730909
slamf8,56833
ifnk,56832
itpripl1,150771
150776,150776
vn1r77p,100312822
gpr137,56834
ubxn8,7993
prmt9,90826
znf479,90827
tusc3,7991
cxorf56,63932
mcur1,63933
linc01749,63930
mrps14,63931
znf667,63934
pcif1,63935
gpc5,2262
fgfr2,2263
cdt1,81620
fam217b,63939
fgg,2266
trmt1l,81627
fgfr4,2264
2265,2265
387693,387693
100133039,100133039
c10orf99,387695
sh2d4b,387694
100133034,100133034
fam95b1,100133036
rpl7p4,100133037
dipk2a,205428
spire1,56907
thap10,56906
c15orf39,56905
sh3glb2,56904
papolb,56903
pno1,56902
ndufa4l2,56901
tmem167b,56900
card8,22900
arsg,22901
rufy3,22902
btbd3,22903
sbno2,22904
cep95,90799
mir199a1,406976
dhx30,22907
ipo5p1,100132815
tlcd1,116238
samd13,148418
hnrnpcl3,649330
sltm,79811
pom121l2,94026
mrpl20-as1,148413
abhd15,116236
snrnp40,9410
arhgap29,9411
med21,9412
snord113-4,767564
snord113-3,767563
fads2,9415
ddx23,9416
daz2,57055
cript,9419
vps37d,155382
nsun2,54888
retsat,54884
tbc1d8b,54885
plppr1,54886
znf679,168417
bcor,54880
tex10,54881
ankhd1,54882
cwc25,54883
uts2r,2837
gpr12,2835
fam25bp,100132929
apoc2,344
parp16,54956
apoc3,345
cxcr3,2833
fam66d,100132923
apoc4,346
c16orf54,283897
xpo1,7514
ciart,148523
ino80e,283899
100131860,100131860
rps18p5,100131863
ttty8,84673
linc00593,414926
414927,414927
ppp1r12c,54776
cse1l,1434
cxcl13,10563
olfm4,10562
ifi44,10561
slc19a2,10560
rabac1,10567
akap3,10566
muc3b,57876
arfgef2,10564
slu7,10569
slc34a2,10568
h3f3ap5,347376
krtap9-3,83900
ccn5,8839
ccn6,8838
socs2,8835
tmem11,8834
cflar,8837
ggh,8836
syngap1,8831
gmps,8833
cd84,8832
piwil4,143689
linc02291,100129345
linc00484,100129347
nt5c3b,115024
sesn3,143686
fam76b,143684
grasp,160622
wipf3,644150
snord42a,26809
snord42b,26808
snord45a,26805
snord45b,26804
snord43,26807
snord44,26806
snord48,26801
snord49a,26800
snord47,26802
c18orf15,147276
cxorf51a,100129239
sec11b,157708
rpl27p7,100129234
57051,57051
100129233,100129233
grhl1,29841
ocel1,79629
sh3tc2,79628
trgv2,6974
ramac,83640
rad1p2,100129690
100128184,100128184
100128185,100128185
galnt14,79623
snrnp25,79622
100128180,100128180
armt1,79624
ogfrl1,79627
tnfaip8l2,79626
fam133dp,728066
728065,728065
cubnp1,728064
ct47a6,728062
728061,728061
or2e1p,26719
lrrc39,127495
abracl,58527
mid1ip1,58526
wiz,58525
dmrt3,58524
myoz1,58529
rragd,58528
or2h1,26716
fam47e,100129583
100129581,100129581
aagab,79719
tbl1xr1,79718
cyp2j2,1573
cyp2f1,1572
ppcs,79717
npepl1,79716
ipo4,79711
cyp3a4,1576
bst1,683
gtdc1,79712
100128737,100128737
rpl21p112,100270753
ppiap74,131055
333931,333931
hist2h3a,333932
helb,92797
shkbp1,92799
plekhj1,55111
magohb,55110
xkr8,55113
wdr60,55112
arhgap17,55114
slc6a15,55117
tmem39b,55116
prpf38b,55119
crtac1,55118
lce4a,199834
arr3,407
arntl,406
arnt,405
arl3,403
arl2,402
bicd2,23299
arl1,400
mgrn1,23295
anks1a,23294
smg6,23293
slc27a6,28965
arrb2,409
arrb1,408
mcm3ap-as1,114044
440766,440766
b3galt5-as1,114041
linc00334,114042
tspear-as2,114043
bud23,114049
100128564,100128564
c19orf38,255809
myhas,100128560
stip1,10963
c10orf88,80007
100271835,100271835
c19orf71,100128569
copb1,1315
erp29,10961
lman2,10960
zc3h12b,340554
730069,730069
c17orf80,55028
55025,55025
bank1,55024
heatr3,55027
tmem255a,55026
ttc38,55020
phip,55023
pid1,55022
trim7,81786
dnaja1p5,94236
znf37bp,100129482
ebna1bp2,10969
cbx1p2,100147811
rnu7-29p,100147816
pald1,27143
cideb,27141
ube2d4,51619
dennd2a,27147
fam184b,27146
filip1,27145
stk36,27148
taf9b,51616
nsg2,51617
ergic3,51614
nuak2,81788
nat8l,339983
339984,339984
linc002481,339988
ell3,80237
adap2,55803
dcp1a,55802
il26,55801
scn3b,55800
tmc1,117531
hr,55806
lrp2bp,55805
tmc2,117532
trerf1,55809
st6galnac1,55808
defb129,140881
cst11,140880
znf280b,140883
sirpa,140885
100093698,100093698
bves-as1,154442
pabpc5,140886
c4orf45,152940
ccnjp2,100418724
man1b1-dt,100289341
mif4gd,57409
lrtm1,57408
100294102,100294102
rab22a,57403
pth2,113091
spc25,57405
cyp20a1,57404
nmral1,57407
abhd6,57406
mir627,693212
znf674,641339
frg2dp,146481
aard,441376
441374,441374
itih2,3698
itih3,3699
441179,441179
linc02487,441178
chchd2p6,645317
itgb4,3691
eif6,3692
645314,645314
itgb6,3694
itgb7,3695
itgb8,3696
itih1,3697
rnf145,153830
chd5,26038
ss18l1,26039
ipcef1,26034
mindy4b,646951
znf451,26036
sipa1l1,26037
plekhg3,26030
osbpl3,26031
susd5,26032
atrnl1,26033
317730,317730
cnot8,9337
b4galt6,9331
mbd3,53615
wfdc2,10406
cd163,9332
lacrt,90070
igkv3or2-268,3523
645090,645090
spc24,147841
hgsnat,138050
gemin8,54960
plekhn1,84069
slc10a7,84068
kirrel2,84063
dtnbp1,84062
magt1,84061
rbm48,84060
fam160a2,84067
tex35,84066
tmem222,84065
hdhd2,84064
tekt4p1,727768
hla-f-as1,285830
arms2,387715
eno4,387712
hcg22,285834
285835,285835
akr1e2,83592
441956,441956
tmub1,83590
thap2,83591
bcl2l12,83596
mafip,727764
zfas1,441951
sox7,83595
100129917,100129917
linc02709,440028
hoxd4,3233
hoxd1,3231
hoxd10,3236
hoxd11,3237
hoxd8,3234
hoxd9,3235
krtap5-2,440021
hoxd12,3238
krtap5-6,440023
tmem41b,440026
glt8d2,83468
aph1b,83464
mxd3,83463
emc6,83460
cdca3,83461
mknk2,2872
fam185bp,641808
dll1,28514
trdv2,28517
dpm3,54344
285944,285944
hoxa-as2,285943
c7orf71,285941
snord116-10,100033422
snord116-11,100033423
snord116-12,100033424
snord116-13,100033425
snord116-14,100033426
snord116-15,100033427
snord116-16,100033428
c17orf58,284018
vmo1,284013
mrps36p6,347707
284014,284014
serpinb12,89777
eef1akmt2,399818
399819,399819
c10orf120,399814
serpinb11,89778
zar1,326340
adgre4p,326342
mt1dp,326343
ppp1r3a,5506
ppp1r3c,5507
ppp1r2,5504
5505,5505
ppp1r1a,5502
ppp1cb,5500
ppp1cc,5501
ybx2p1,100124332
xkr7,343702
tsc22d4,81628
atp7b,540
tssk3,81629
atrx,546
kif1a,547
atr,545
asb16-as1,339201
auh,549
coro1c,23603
gga1,26088
unc93b1,81622
defb126,81623
100131298,100131298
fgfr1,2260
kazald1,81621
slc34a1,6569
slc17a1,6568
slc15a2,6565
tex22,647310
slc16a2,6567
slc16a1,6566
slc13a1,6561
slc12a4,6560
slc14a1,6563
fgl1,2267
diaph3,81624
100128958,100128958
purpl,643401
klrc3,3823
klrb1,3820
or11g2,390439
znf729,100287226
washc2d,653450
nck2,8440
amtn,401138
gnpat,8443
syt14p1,401135
linc02232,401134
prr27,401137
tmprss11bnl,401136
401131,401131
gapdhp42,100240707
mif,4282
cxcl9,4283
mid1,4281
mitf,4286
atxn3,4287
mip,4284
mipep,4285
mki67,4288
mkln1,4289
ffar4,338557
vstm2b,342865
100288578,100288578
100133031,100133031
linc02694,400359
554174,554174
dnm1p33,554175
neu1,4758
neu2,4759
dhrs7c,201140
fan1,22909
nek1,4750
nek2,4751
nek3,4752
nell2,4753
mfsd9,84804
neo1,4756
hmgn2p20,646049
tbc1d22a-as1,642757
ssbp4,170463
usp17l11,100287178
mrpl21,219927
zfp1,162239
epn2,22905
trak1,22906
tbcap2,494541
noxred1,122945
usp43,124739
lrrk2,120892
nodal,4838
ift74,80173
tbc1d20,128637
90246,90246
dbf4b,80174
myct1,80177
spsb1,80176
myo19,80179
tedc2,80178
unc5a,90249
rps6,6194
rps6ka1,6195
rps6ka2,6196
asb6,140459
rps4x,6191
rps4y1,6192
rps5,6193
uprt,139596
asb11,140456
rps6kb2,6199
snrpb,6628
cmbl,134147
atpsckmt,134145
spata31d5p,347127
cgb7,94027
100134361,100134361
dkfzp586i1420,222161
cacng2,10369
cacng3,10368
klf2,10365
100134368,100134368
micu1,10367
muc16,94025
npm2,10361
npm3,10360
hmg20a,10363
hmg20b,10362
linc02595,401585
ate1-as1,100130887
lexm,163747
chrna10,57053
rpl31p15,100270984
trhr,7201
trh,7200
trl-aag2-3,7207
401589,401589
trip6,7205
trio,7204
rps18,6222
rps19,6223
fam189a2,9413
rps21,6227
rps20,6224
tjp2,9414
rps23,6228
slc38a2,54407
daz3,57054
285827,285827
or4f6,390648
or4f15,390649
fam197y2,252946
afmid,125061
ak2p2,339736
c3orf33,285315
igsf10,285313
c3orf56,285311
immp1l,196294
or5b1p,401692
calm3,808
fam86b2,653333
calm1,801
cald1,800
bmper,168667
calm2,805
fsd2,123722
fam133b,257415
whamm,123720
bhlhb9,80823
ddhd1,80821
eepd1,80820
magea9b,728269
dusp16,80824
100130268,100130268
100130269,100130269
zfp91,80829
fam157a,728262
dnase1l2,1775
dnase1l1,1774
serpini2,5276
dnase1l3,1776
serpine2,5270
serpinb8,5271
serpinb9,5272
serpinb10,5273
pigap1,5278
dync1h1,1778
washc5,9897
dipk1b,138311
pqlc1p2,100127906
uhrf1bp1,54887
aoc3,8639
oasl,8638
sirpb2,284759
prdm4,11108
rpp14,11102
krr1,11103
hnrnpul1,11100
ate1,11101
prdm5,11107
ighviii-38-1,28346
prdm7,11105
b4galt3,8703
b4galt4,8702
dnah11,8701
b3galt2,8707
dpy19l2,283417
b3galt4,8705
b4galt2,8704
tnfaip8l3,388121
rpsap55,388122
c2cd4b,388125
rpl7ap41,100271213
rpl7ap47,100271211
rpl7ap35,100271210
rpl7p35,100271216
rpl7ap42,100271215
ak4p1,206
lgals9b,284194
284191,284191
rptn,126638
linc00662,148189
npipb1p,729602
729603,729603
or3d1p,504175
dmkn,93099
rpf2p1,729608
ppp4r2,151987
kat6a,7994
rbakdn,389458
fbxo46,23403
pcdhga5,56110
pcdhga4,56111
pcdhga3,56112
pcdhga2,56113
pcdhga1,56114
56115,56115
pcdha@,56117
bms1p20,96610
57242,57242
kiaa2026,158358
nxpe1,120400
gata5,140628
rnf111,54778
daglb,221955
spink14,408187
408186,408186
408188,408188
znf347,84671
zfp91-cntf,386607
fth1p5,2509
mef2a,4205
dock8,81704
fth1p8,2501
ppp1r14c,81706
100288914,100288914
clcn6,1185
cfap46,54777
nlgn4y,22829
scaf8,22828
puf60,22827
dnajc8,22826
hspa4l,22824
mtf2,22823
phlda1,22822
rasa3,22821
copg1,22820
tgm7,116179
fgr,2268
ormdl1,94101
cmtm5,116173
ormdl3,94103
paxbp1,94104
tmem203,94107
stxbp5l,9515
gal3st1,9514
sptlc2,9517
litaf,9516
adamts1,9510
fxr2,9513
vstm2a,222008
tbpl1,9519
gdf15,9518
kctd16,57528
rtl9,57529
snora44,677825
snora3b,677826
mageb5,347541
snora46,677827
cenpvl3,347549
sirt5,23408
rptor,57521
100134209,100134209
ccdc149,91050
ap5b1,91056
ccdc34,91057
slc9b1p4,644768
ube2d3p1,100037280
644767,644767
pighp1,644761
znf100,163227
znf676,163223
eloa3b,728929
znf736,728927
rnaseh2b,79621
chrdl2,25884
polr1a,25885
poc1a,25886
tmem186,25880
znf473,25888
wdr59,79726
ighv3-74,28408
91450,91450
acbd5,91452
ccdc152,100129792
usp17l19,100287404
tmem249,340393
slc25a21-as1,100129794
mrpl40,64976
or4f5,79501
uroc1,131669
st7-ot4,338069
grifin,402635
nbpf8,728841
linc00052,145978
elp4,26610
652215,652215
setx,23064
emc1,23065
cand2,23066
setd1b,23067
znf609,23060
tbc1d9b,23061
gga2,23062
wapl,23063
apod,347
csf1r,1436
adgrg5,221188
cycsp33,221180
